customer_id,age,subscription_plan,subscription_months,monthly_fee,watch_hours_monthly,movies_watched_monthly,days_since_last_login,devices_used,avg_session_minutes,downloads_monthly,payment_method,payment_failures,customer_complaints,support_tickets,price_increase_exposed,content_satisfaction,recommendation_satisfaction,account_age_months,is_churned
NET11887,34,Standard,1,399,84.7,42,0,4,42,3,Wallet,0,1,1,No,6.9,10.0,6,0
NET11888,26,Standard,20,399,21.6,16,19,5,72,3,Debit Card,0,0,0,No,5.7,7.4,25,0
NET11889,30,Standard,2,419,36.2,17,2,1,37,6,Credit Card,0,0,2,No,4.5,7.3,2,0
NET11890,35,Premium,3,629,9.9,6,2,1,66,2,Credit Card,1,0,0,No,4.9,6.6,4,1
NET11891,31,Basic,8,199,18.8,11,4,3,64,5,Wallet,0,1,1,No,5.7,4.7,9,0
NET11892,27,Premium,12,699,50.8,36,0,2,23,7,UPI,0,0,0,No,6.9,5.6,15,0
NET11893,30,Basic,5,249,4.6,3,1,2,52,7,Net Banking,0,0,1,No,5.2,7.3,8,1
NET11894,30,Standard,11,399,18.1,10,10,4,55,2,Debit Card,0,0,0,No,8.1,5.0,16,0
NET11895,27,Premium,2,629,50.9,32,9,5,66,3,UPI,0,1,2,Yes,7.9,4.2,7,0
NET11896,28,Standard,1,379,37.1,22,0,1,30,6,Wallet,0,0,0,No,6.8,10.0,5,0
NET11897,45,Basic,11,199,13.0,8,5,4,46,4,Credit Card,0,1,1,No,10.0,8.5,13,0
NET11898,36,Premium+,10,899,38.7,19,0,2,54,3,UPI,0,0,0,No,10.0,5.7,10,0
NET11899,28,Premium,16,649,22.0,15,0,2,33,7,Wallet,0,0,0,No,7.3,5.5,20,0
NET11900,37,Premium,14,649,28.5,16,9,6,62,4,Net Banking,0,0,0,Yes,7.6,3.3,16,1
NET11901,27,Standard,31,399,39.4,22,3,3,7,4,UPI,0,0,0,Yes,7.7,6.3,36,0
NET11902,41,Basic,8,219,14.3,6,15,4,38,3,UPI,1,1,1,No,6.3,4.1,11,0
NET11903,34,Premium+,1,879,85.4,39,0,4,23,7,UPI,1,0,2,No,2.9,10.0,1,1
NET11904,30,Standard,13,399,19.6,9,9,3,28,2,Net Banking,1,0,1,Yes,10.0,7.6,14,0
NET11905,35,Premium,15,629,21.1,10,6,3,53,5,UPI,0,2,2,Yes,7.5,8.1,16,0
NET11906,16,Standard,10,449,24.3,14,3,2,79,7,UPI,0,0,0,No,6.9,4.6,14,0
NET11907,20,Standard,16,449,14.6,10,4,1,50,3,Net Banking,1,1,1,No,5.1,9.0,20,0
NET11908,20,Premium+,5,879,64.4,30,4,5,26,2,UPI,0,0,0,No,8.8,7.1,5,0
NET11909,32,Standard,2,449,10.7,5,0,3,20,4,UPI,0,0,0,Yes,7.1,9.8,3,0
NET11910,46,Basic,15,249,20.5,14,4,2,42,2,UPI,0,1,1,No,10.0,5.4,19,0
NET11911,51,Basic,3,249,8.7,6,0,4,48,7,Credit Card,1,3,3,No,6.3,6.1,4,1
NET11912,36,Standard,8,399,6.7,3,4,3,33,2,Debit Card,0,0,0,No,6.8,7.2,11,0
NET11913,35,Basic,9,199,9.3,4,5,4,54,3,Net Banking,0,0,0,Yes,10.0,6.7,13,0
NET11914,15,Standard,9,379,14.0,9,9,2,74,2,UPI,0,1,1,No,9.0,5.3,14,0
NET11915,26,Standard,12,379,25.9,15,9,4,36,3,UPI,0,0,0,Yes,5.6,6.6,14,0
NET11916,23,Premium,1,669,26.6,12,0,2,32,2,UPI,1,0,0,No,6.8,8.1,5,0
NET11917,25,Standard,64,399,27.4,12,0,4,41,2,Net Banking,0,0,0,No,7.7,5.4,67,0
NET11918,29,Premium+,17,879,57.0,29,6,2,22,10,UPI,0,1,1,No,7.2,8.2,17,0
NET11919,26,Basic,7,199,14.7,8,1,3,33,7,UPI,0,0,0,No,4.5,6.0,8,0
NET11920,15,Standard,2,419,9.2,5,4,3,50,4,UPI,1,0,0,No,9.8,10.0,7,1
NET11921,37,Basic,1,179,9.4,5,1,3,25,1,Wallet,1,0,0,Yes,8.7,8.8,1,1
NET11922,21,Premium,15,629,30.6,17,10,4,59,6,UPI,0,0,0,Yes,3.6,8.8,19,0
NET11923,33,Premium+,5,879,18.7,9,6,1,59,1,UPI,0,0,1,No,6.9,6.4,7,0
NET11924,49,Premium,3,629,16.1,9,3,2,29,6,Credit Card,0,0,1,No,8.1,7.5,3,0
NET11925,22,Standard,6,399,17.0,11,1,3,61,2,Credit Card,0,0,1,Yes,6.7,3.3,8,0
NET11926,15,Standard,12,399,22.6,11,6,5,37,5,Debit Card,0,0,0,No,9.2,10.0,16,0
NET11927,28,Premium,15,649,23.0,13,2,4,80,2,Credit Card,0,0,0,Yes,6.7,8.0,17,0
NET11928,40,Premium+,14,899,4.3,2,5,3,48,1,Credit Card,0,0,1,No,5.5,6.3,16,0
NET11929,48,Premium+,27,919,22.4,11,6,5,20,6,Net Banking,0,0,0,Yes,10.0,4.9,30,0
NET11930,19,Standard,3,399,31.8,19,0,1,28,2,Debit Card,0,1,1,No,6.1,5.3,3,0
NET11931,35,Premium+,14,899,42.5,19,0,4,33,2,Credit Card,0,1,2,No,6.3,5.6,18,0
NET11932,26,Basic,1,199,10.4,5,4,2,38,6,Credit Card,0,0,0,No,5.2,6.0,4,0
NET11933,30,Standard,11,379,33.4,17,1,4,49,5,Credit Card,2,0,0,No,7.4,7.4,13,0
NET11934,54,Basic,12,179,28.1,14,0,4,32,5,UPI,0,0,0,No,7.6,9.6,15,0
NET11935,17,Standard,3,379,29.4,18,0,3,57,0,UPI,0,1,1,No,5.2,10.0,6,0
NET11936,33,Premium,6,649,26.0,16,7,5,46,6,Credit Card,0,0,0,No,6.9,9.6,8,0
NET11937,35,Premium,24,629,31.8,14,14,3,66,6,UPI,0,0,1,Yes,6.3,7.8,28,0
NET11938,40,Premium,2,649,14.8,9,16,3,31,5,Debit Card,0,0,0,No,5.6,8.3,3,0
NET11939,31,Premium,7,669,21.5,15,16,3,63,5,UPI,0,0,0,No,4.7,5.4,10,0
NET11940,33,Standard,37,419,9.9,5,6,2,60,3,Credit Card,0,0,0,Yes,10.0,5.3,37,0
NET11941,27,Premium,9,699,55.9,27,15,1,37,5,Credit Card,0,0,0,Yes,6.8,8.3,11,0
NET11942,33,Standard,18,399,8.3,5,0,1,96,2,UPI,1,0,1,No,3.4,6.8,19,1
NET11943,27,Premium,24,629,27.3,15,5,4,61,4,UPI,0,1,1,Yes,4.4,8.1,27,0
NET11944,36,Premium,3,629,21.4,13,8,1,32,2,UPI,0,0,0,No,4.4,8.1,5,0
NET11945,27,Premium,3,649,6.4,4,17,4,35,2,UPI,0,0,0,No,8.4,7.7,5,1
NET11946,34,Standard,19,399,35.2,24,2,3,18,4,Debit Card,0,0,0,No,5.9,7.6,22,0
NET11947,30,Premium,19,699,18.4,9,5,4,25,6,Credit Card,0,1,1,Yes,6.9,3.2,24,0
NET11948,41,Standard,1,399,5.6,2,3,3,51,5,UPI,1,0,0,Yes,7.6,7.4,6,0
NET11949,30,Standard,5,399,13.1,10,4,3,37,2,UPI,0,0,0,Yes,3.2,6.7,5,0
NET11950,15,Premium,7,629,23.2,11,4,4,27,5,Debit Card,0,0,0,No,7.9,7.1,9,0
NET11951,42,Standard,24,399,12.2,6,11,2,63,7,Debit Card,0,0,0,No,6.4,4.0,26,0
NET11952,22,Premium,7,649,17.4,9,10,4,11,5,Debit Card,0,1,1,Yes,6.0,5.4,10,0
NET11953,25,Standard,36,399,24.6,14,3,2,44,3,Net Banking,0,0,0,Yes,5.4,5.2,37,0
NET11954,25,Standard,79,399,22.7,14,1,1,41,0,UPI,1,0,0,No,5.4,10.0,81,0
NET11955,43,Premium,21,669,42.6,25,11,2,30,5,Credit Card,0,0,0,No,3.7,8.2,23,0
NET11956,15,Standard,15,399,14.6,7,18,4,60,2,Debit Card,0,0,0,No,7.4,8.4,18,0
NET11957,59,Standard,6,449,29.6,13,0,4,39,5,Net Banking,0,1,1,No,5.4,8.2,11,0
NET11958,40,Standard,1,399,14.2,9,4,3,66,5,Wallet,0,0,0,No,4.9,9.4,3,1
NET11959,33,Standard,11,399,50.3,23,8,2,56,3,Wallet,0,0,1,No,6.9,8.6,14,0
NET11960,30,Premium,6,669,59.1,39,25,6,23,4,Wallet,0,0,2,No,5.8,5.0,6,0
NET11961,33,Basic,6,219,16.1,7,4,2,61,4,UPI,0,0,1,No,7.4,7.5,9,0
NET11962,35,Premium,16,649,18.2,9,7,2,55,1,Debit Card,0,2,3,Yes,7.5,8.1,21,0
NET11963,36,Premium,8,649,26.2,13,16,3,62,5,UPI,1,2,2,Yes,10.0,4.5,9,0
NET11964,36,Basic,19,219,34.8,16,2,3,42,2,UPI,0,0,0,No,5.4,10.0,21,0
NET11965,31,Premium,7,649,17.0,12,12,2,28,6,UPI,0,0,0,No,7.5,3.5,7,1
NET11966,29,Premium,2,649,50.5,25,1,3,43,8,UPI,2,0,0,No,7.4,8.6,4,0
NET11967,29,Basic,8,199,5.8,2,7,3,39,2,Net Banking,0,0,0,Yes,8.3,6.6,10,0
NET11968,29,Standard,42,419,31.9,18,18,4,51,3,Credit Card,0,0,0,Yes,1.3,7.1,47,0
NET11969,41,Standard,22,379,16.2,9,6,4,86,2,UPI,0,1,1,No,4.9,5.4,25,0
NET11970,36,Premium,3,649,20.1,14,2,2,19,6,Credit Card,0,0,0,No,7.0,7.8,5,0
NET11971,15,Premium,6,699,21.7,13,0,2,42,4,Credit Card,0,0,2,No,5.2,8.7,11,0
NET11972,36,Standard,36,449,57.6,31,1,2,41,5,Net Banking,1,0,0,No,8.0,5.4,36,0
NET11973,32,Premium,1,649,48.9,34,7,2,28,8,UPI,0,0,1,Yes,7.0,6.6,6,1
NET11974,30,Premium,4,629,38.8,24,27,3,74,3,Credit Card,0,1,1,Yes,4.4,6.7,9,1
NET11975,27,Premium,4,649,85.6,53,3,6,35,4,UPI,1,2,4,Yes,7.5,7.5,9,0
NET11976,41,Premium,11,649,15.3,7,9,1,38,3,Credit Card,0,1,2,Yes,6.4,5.5,15,0
NET11977,39,Standard,7,399,9.0,5,0,1,30,3,Credit Card,0,0,0,No,6.6,6.1,12,0
NET11978,24,Premium,1,649,18.6,10,7,3,27,10,UPI,0,1,1,No,6.3,7.4,3,0
NET11979,34,Premium,13,669,25.4,16,10,4,11,1,Credit Card,0,0,0,Yes,7.0,3.7,18,0
NET11980,22,Premium,1,699,50.1,31,2,3,51,2,Debit Card,0,2,2,No,7.9,6.5,4,0
NET11981,18,Standard,13,449,9.0,5,48,3,30,1,UPI,0,0,0,Yes,7.7,4.8,14,1
NET11982,25,Basic,9,199,10.8,5,0,6,59,6,Debit Card,1,0,1,No,8.6,4.2,11,0
NET11983,38,Standard,9,399,8.1,5,2,4,5,6,Credit Card,1,0,0,Yes,9.8,5.2,14,1
NET11984,39,Standard,1,419,42.9,26,1,3,49,3,Credit Card,0,0,0,Yes,6.6,9.7,6,1
NET11985,35,Premium,14,649,8.9,4,21,4,34,4,UPI,0,0,0,No,5.7,7.4,17,1
NET11986,37,Standard,7,379,15.1,7,6,1,29,8,Debit Card,0,0,0,No,7.4,5.7,9,1
NET11987,35,Premium,7,669,21.4,12,3,3,79,6,Debit Card,0,0,0,No,10.0,8.4,11,0
NET11988,25,Premium,12,669,33.3,23,21,2,13,2,Debit Card,1,1,1,Yes,5.6,6.4,16,0
NET11989,34,Premium,13,649,13.3,6,0,3,39,4,Debit Card,0,0,0,Yes,5.8,5.1,13,0
NET11990,38,Basic,1,199,14.0,8,1,2,50,0,Credit Card,1,1,2,Yes,6.6,9.3,5,0
NET11991,37,Premium+,1,879,58.9,29,3,3,42,4,UPI,0,0,0,No,7.0,5.0,4,0
NET11992,41,Premium,3,669,24.0,17,0,5,45,1,Debit Card,0,1,2,Yes,6.4,8.3,7,0
NET11993,37,Premium,15,669,17.8,8,34,1,40,8,UPI,0,0,0,No,7.9,6.6,18,0
NET11994,34,Standard,12,399,21.6,15,5,3,26,7,UPI,0,0,0,No,9.4,4.1,14,0
NET11995,40,Standard,19,449,66.0,30,0,4,20,7,Net Banking,1,1,1,No,3.2,8.7,19,0
NET11996,30,Basic,18,249,5.4,2,1,3,5,2,UPI,0,0,0,Yes,9.9,8.2,23,0
NET11997,23,Standard,26,399,3.5,2,3,4,56,4,Credit Card,0,0,1,No,10.0,5.3,31,0
NET11998,29,Basic,6,199,13.9,9,7,2,37,3,UPI,0,1,1,No,4.1,8.1,11,0
NET11999,24,Standard,5,419,31.0,15,2,3,35,5,Debit Card,1,1,1,No,6.0,6.5,5,1
NET12000,24,Premium,24,629,20.7,14,2,3,43,3,UPI,0,1,1,Yes,7.4,10.0,29,0
NET12001,29,Standard,3,449,16.9,8,5,4,38,3,Net Banking,0,0,0,No,8.0,6.8,7,1
NET12002,23,Standard,8,399,52.1,39,0,5,44,4,Debit Card,0,0,0,No,5.9,7.4,13,0
NET12003,28,Premium,3,669,26.5,14,7,2,62,3,UPI,0,0,1,No,7.6,7.1,8,0
NET12004,15,Basic,34,199,14.7,9,4,3,7,7,Credit Card,0,0,0,Yes,8.3,7.3,35,0
NET12005,32,Premium,7,669,45.3,22,3,4,77,2,Net Banking,1,1,1,No,6.7,7.6,11,0
NET12006,31,Basic,3,219,12.3,7,2,3,41,5,Debit Card,0,0,0,No,6.6,8.0,8,0
NET12007,23,Basic,16,199,10.2,6,1,3,62,3,Credit Card,0,2,2,No,9.3,8.9,17,1
NET12008,36,Basic,3,199,19.9,13,1,3,59,3,UPI,0,0,0,No,2.5,7.8,7,0
NET12009,39,Premium,40,629,18.2,9,4,4,59,3,UPI,0,0,1,Yes,7.1,6.8,43,0
NET12010,16,Standard,6,379,10.4,6,1,2,83,3,UPI,0,0,0,Yes,3.8,6.0,9,1
NET12011,24,Premium,15,649,11.1,8,5,5,44,1,UPI,0,0,0,Yes,10.0,5.0,20,0
NET12012,24,Standard,5,399,30.7,15,6,5,73,2,UPI,1,0,1,No,4.4,5.9,10,0
NET12013,22,Basic,23,219,48.0,33,3,2,37,1,Debit Card,0,0,1,No,7.0,3.0,24,0
NET12014,38,Premium,31,649,8.2,4,0,5,39,5,Credit Card,0,0,1,No,6.6,10.0,31,0
NET12015,29,Basic,21,219,11.9,6,16,4,32,3,UPI,1,1,1,Yes,9.3,5.3,22,0
NET12016,28,Premium,26,649,37.4,23,10,4,59,5,UPI,0,0,1,No,4.7,7.7,28,0
NET12017,15,Basic,1,219,17.5,11,18,4,36,4,Net Banking,1,0,0,Yes,7.7,10.0,1,0
NET12018,36,Standard,36,399,27.6,17,2,2,23,2,UPI,1,0,1,No,8.1,5.8,37,0
NET12019,19,Premium,13,649,32.2,19,0,1,75,2,Net Banking,0,1,1,No,6.7,8.5,15,0
NET12020,31,Premium+,28,949,36.3,16,3,2,48,5,Credit Card,0,2,2,Yes,8.7,7.3,30,0
NET12021,33,Standard,16,449,43.3,22,3,2,49,4,Debit Card,0,1,1,No,6.8,6.7,21,0
NET12022,43,Premium,3,669,16.2,7,7,4,34,5,Wallet,0,0,1,Yes,9.7,9.7,7,0
NET12023,19,Basic,13,199,6.0,4,7,2,43,3,Net Banking,0,2,2,No,9.4,7.6,18,0
NET12024,15,Premium,1,669,39.0,29,3,3,39,1,Credit Card,0,0,1,No,5.2,7.0,2,0
NET12025,32,Premium,16,649,14.6,10,22,1,55,5,Wallet,0,0,0,No,3.4,8.5,19,1
NET12026,47,Basic,7,179,3.8,1,0,5,59,1,Net Banking,0,0,0,No,8.1,8.0,12,0
NET12027,42,Standard,2,399,63.6,31,3,6,39,6,Wallet,0,1,1,Yes,5.7,6.4,6,1
NET12028,32,Basic,54,199,10.3,6,8,2,25,7,UPI,0,0,0,Yes,6.0,2.5,59,0
NET12029,26,Standard,32,419,49.2,29,4,1,91,4,UPI,0,0,0,No,8.8,6.6,37,0
NET12030,38,Basic,31,179,3.9,2,8,3,74,1,Credit Card,1,0,0,Yes,8.3,6.0,31,0
NET12031,22,Premium,21,669,36.5,16,8,2,5,5,Debit Card,1,0,0,Yes,8.9,5.7,24,0
NET12032,35,Premium+,16,949,24.6,16,1,3,37,5,Debit Card,0,0,0,No,5.5,5.0,18,0
NET12033,35,Basic,14,249,18.0,9,4,3,33,4,Credit Card,0,2,2,Yes,6.0,3.6,14,0
NET12034,40,Standard,1,399,13.1,9,3,4,49,5,Debit Card,0,0,0,Yes,10.0,5.6,5,0
NET12035,55,Standard,32,399,25.0,16,4,3,60,1,Debit Card,0,1,1,No,4.9,7.9,37,0
NET12036,34,Premium+,29,879,57.4,31,1,2,72,6,Credit Card,2,1,1,Yes,6.5,6.6,31,0
NET12037,26,Standard,19,449,18.4,10,2,3,13,4,Credit Card,0,0,0,No,9.4,8.4,24,0
NET12038,30,Standard,36,399,23.6,13,4,2,64,8,Wallet,1,0,0,Yes,5.9,6.2,38,0
NET12039,15,Standard,11,449,9.7,6,6,2,41,2,Credit Card,0,0,1,No,4.9,9.6,13,0
NET12040,24,Standard,8,399,18.7,9,3,2,70,6,Credit Card,0,0,1,No,5.5,6.3,11,0
NET12041,27,Basic,48,219,14.8,7,6,5,51,1,UPI,0,0,0,No,4.4,4.4,52,1
NET12042,26,Standard,8,379,51.1,26,5,3,50,3,Credit Card,2,0,0,No,7.2,7.7,12,0
NET12043,32,Basic,14,249,7.7,5,10,2,36,6,Debit Card,0,0,0,No,9.3,7.6,19,0
NET12044,23,Standard,6,399,10.6,7,3,3,78,2,Credit Card,0,0,0,Yes,7.5,10.0,9,0
NET12045,41,Standard,14,399,21.4,10,12,2,31,4,Net Banking,0,0,0,Yes,7.5,7.5,18,0
NET12046,31,Standard,17,399,18.0,10,0,1,44,3,UPI,0,1,3,No,7.6,8.0,19,0
NET12047,30,Basic,13,179,9.4,5,13,5,63,6,UPI,0,0,0,No,10.0,6.9,15,0
NET12048,28,Premium+,10,899,64.5,30,5,5,41,6,Credit Card,0,1,1,No,8.2,6.1,15,0
NET12049,32,Premium,4,649,12.9,8,3,2,62,4,Debit Card,0,0,1,No,8.3,5.7,6,0
NET12050,38,Basic,14,249,4.6,2,17,3,5,5,Net Banking,0,1,1,Yes,5.6,5.9,18,1
NET12051,23,Standard,33,379,11.7,6,11,2,35,4,UPI,0,1,1,No,4.1,7.0,34,0
NET12052,25,Premium,1,669,43.5,23,0,1,54,3,UPI,0,1,1,No,6.1,8.4,1,0
NET12053,28,Basic,2,219,20.2,12,6,4,28,2,UPI,0,1,2,No,9.5,6.1,3,0
NET12054,18,Standard,1,399,21.3,10,14,4,69,4,UPI,1,0,0,No,4.9,4.8,4,0
NET12055,23,Standard,35,399,6.9,4,1,3,48,4,Net Banking,0,1,2,No,7.1,7.0,36,0
NET12056,26,Premium+,15,879,25.8,17,15,2,41,5,Net Banking,1,0,0,No,5.4,6.4,20,0
NET12057,38,Premium,42,649,28.0,18,1,4,50,5,Wallet,0,0,1,Yes,6.3,6.7,43,0
NET12058,33,Standard,12,379,13.4,8,5,5,27,4,Credit Card,0,0,0,No,6.9,6.9,17,0
NET12059,32,Standard,8,379,29.5,17,2,3,61,5,Credit Card,0,0,0,No,10.0,6.0,11,0
NET12060,38,Premium+,22,949,7.2,5,4,3,26,5,Credit Card,0,1,1,Yes,7.1,5.6,23,1
NET12061,29,Premium+,2,899,52.3,39,1,4,66,3,Credit Card,1,0,2,No,6.8,5.2,2,1
NET12062,34,Premium+,6,949,28.3,15,3,4,53,2,Credit Card,0,0,0,Yes,10.0,5.1,10,0
NET12063,30,Basic,8,199,32.2,18,4,4,54,4,UPI,0,1,1,Yes,10.0,6.8,11,0
NET12064,33,Basic,4,199,32.9,20,4,3,24,6,Net Banking,0,2,2,Yes,4.7,10.0,5,0
NET12065,25,Premium,6,669,71.1,48,9,3,5,3,Debit Card,0,0,0,Yes,6.7,6.3,8,0
NET12066,15,Standard,1,449,21.4,15,11,1,30,2,Credit Card,0,0,0,No,7.1,7.3,3,0
NET12067,29,Basic,3,249,32.0,15,0,1,21,5,Credit Card,0,0,0,No,7.7,8.8,6,0
NET12068,43,Basic,5,249,18.5,10,19,2,22,5,Debit Card,1,1,1,No,8.1,9.5,7,0
NET12069,39,Premium,22,669,6.9,3,5,1,43,10,UPI,0,1,1,No,7.8,9.9,22,0
NET12070,39,Premium,2,699,15.9,9,5,1,74,6,Debit Card,0,0,1,No,6.1,7.2,3,0
NET12071,42,Standard,5,449,37.3,20,1,6,79,4,Net Banking,0,0,0,Yes,8.1,8.0,5,0
NET12072,31,Premium,1,699,13.5,7,2,1,10,4,Credit Card,1,0,1,No,6.5,9.2,1,0
NET12073,32,Standard,11,449,26.2,18,0,4,47,5,Wallet,1,1,1,No,8.7,5.3,15,0
NET12074,25,Premium,13,649,30.4,17,10,1,77,8,UPI,1,1,1,No,5.1,5.7,14,0
NET12075,28,Standard,28,399,12.6,7,3,3,37,3,UPI,1,0,0,No,9.3,5.9,31,0
NET12076,36,Basic,23,199,66.1,37,0,3,57,1,Credit Card,1,0,0,Yes,7.0,4.0,25,0
NET12077,41,Standard,4,449,54.1,34,3,3,65,3,Debit Card,0,0,0,Yes,7.9,7.3,8,0
NET12078,29,Standard,2,379,16.2,10,2,3,17,1,UPI,0,0,0,No,8.0,5.5,2,0
NET12079,26,Standard,2,379,8.3,4,7,2,27,7,UPI,0,1,1,No,7.9,6.4,4,0
NET12080,31,Basic,48,219,1.8,0,1,6,36,3,Credit Card,0,0,1,No,10.0,6.2,49,0
NET12081,36,Premium+,15,899,27.9,15,16,4,67,5,Wallet,0,0,2,Yes,6.1,8.3,15,0
NET12082,18,Basic,1,219,20.2,11,9,2,62,5,UPI,1,0,0,No,9.1,5.8,1,0
NET12083,15,Basic,2,219,8.1,5,2,5,30,3,UPI,1,0,0,Yes,10.0,8.5,3,0
NET12084,26,Standard,9,379,21.8,10,1,6,66,7,Net Banking,0,0,0,Yes,6.8,7.8,12,0
NET12085,20,Standard,3,399,19.7,10,8,4,64,5,Wallet,0,0,0,Yes,9.3,5.8,7,0
NET12086,26,Standard,22,399,28.2,12,0,1,49,2,Net Banking,0,1,1,No,9.0,8.5,23,0
NET12087,29,Premium,11,649,33.7,23,0,2,62,4,Debit Card,1,0,1,No,7.9,8.7,13,0
NET12088,26,Standard,13,419,19.6,11,6,3,64,3,Net Banking,1,0,1,No,7.5,7.9,15,0
NET12089,44,Premium,8,699,18.0,11,1,2,36,6,Net Banking,0,0,0,No,10.0,6.4,8,0
NET12090,33,Premium,4,669,52.5,32,6,1,31,6,Net Banking,0,0,2,Yes,7.2,5.1,9,0
NET12091,33,Basic,12,199,21.6,16,2,3,52,3,Wallet,0,0,1,No,9.7,5.7,16,0
NET12092,36,Standard,17,379,32.4,18,0,2,57,3,Wallet,0,0,0,Yes,8.1,8.2,20,0
NET12093,20,Premium,6,649,12.5,6,5,2,65,8,UPI,0,0,1,Yes,10.0,9.8,9,0
NET12094,40,Basic,9,199,16.0,11,6,2,68,2,Credit Card,0,0,0,No,5.4,5.7,14,0
NET12095,30,Standard,25,449,27.8,13,4,6,63,3,UPI,0,0,0,No,10.0,7.8,27,0
NET12096,37,Premium+,2,949,22.1,14,2,2,56,3,Credit Card,1,0,0,No,6.0,8.5,5,0
NET12097,21,Standard,11,419,3.2,2,14,3,16,8,Net Banking,1,0,1,No,4.3,5.1,13,0
NET12098,17,Standard,5,399,24.3,16,6,2,32,2,UPI,1,1,2,Yes,6.5,6.7,9,0
NET12099,38,Premium+,16,879,28.6,17,4,1,41,3,Credit Card,0,0,0,No,7.4,6.2,21,0
NET12100,34,Basic,1,199,12.9,9,3,4,36,3,Debit Card,0,0,1,No,9.2,8.4,1,0
NET12101,22,Basic,15,219,6.3,3,11,2,63,2,Credit Card,0,1,1,Yes,9.6,10.0,17,0
NET12102,23,Premium,1,649,18.9,9,19,3,16,5,Wallet,0,1,1,No,6.5,7.3,5,0
NET12103,41,Premium,1,629,59.4,34,4,4,60,3,Credit Card,0,1,1,No,6.2,8.4,6,0
NET12104,20,Standard,18,399,27.6,15,0,4,19,3,Credit Card,0,1,1,Yes,5.9,5.3,20,0
NET12105,45,Standard,14,379,40.4,24,4,4,30,2,UPI,0,0,0,Yes,6.4,6.0,15,0
NET12106,22,Premium,31,649,47.6,24,6,5,34,7,UPI,0,0,0,No,10.0,10.0,33,0
NET12107,36,Premium,10,649,9.0,4,10,4,23,5,Debit Card,0,0,0,No,7.0,9.5,14,0
NET12108,28,Standard,10,419,25.4,14,2,3,34,6,Debit Card,0,1,1,Yes,4.0,4.3,13,0
NET12109,36,Basic,17,199,16.8,9,6,2,26,3,Credit Card,0,1,1,No,5.7,8.9,19,0
NET12110,26,Standard,5,399,60.7,34,0,3,24,6,UPI,0,0,0,No,4.5,7.5,5,0
NET12111,29,Premium,1,669,30.7,14,2,6,66,5,UPI,1,0,0,No,10.0,5.4,5,0
NET12112,31,Premium,3,669,28.6,15,2,3,34,3,Debit Card,1,0,1,No,7.2,9.8,6,0
NET12113,21,Premium+,3,949,17.0,8,0,3,44,4,UPI,0,1,1,Yes,8.1,5.0,7,0
NET12114,37,Premium,5,699,30.6,16,7,2,39,4,UPI,0,1,1,No,3.5,10.0,7,0
NET12115,26,Standard,40,419,25.1,13,2,1,35,3,Net Banking,0,2,2,No,7.7,7.1,41,0
NET12116,28,Standard,22,399,11.5,6,1,5,45,1,Wallet,2,1,1,Yes,5.6,5.9,23,1
NET12117,22,Premium,38,629,41.5,24,0,2,42,3,Credit Card,0,1,1,No,8.1,7.6,38,0
NET12118,15,Premium,92,669,39.3,27,14,3,5,6,Net Banking,1,0,1,No,8.6,6.8,97,0
NET12119,29,Standard,7,449,46.3,27,0,1,76,1,Debit Card,0,2,2,No,8.6,7.0,12,0
NET12120,52,Basic,3,199,10.5,5,12,6,35,5,Debit Card,0,1,1,Yes,5.0,3.6,3,0
NET12121,38,Premium+,11,919,30.3,16,4,2,68,7,UPI,1,0,0,Yes,9.5,8.9,14,0
NET12122,30,Standard,29,419,36.1,16,0,1,30,4,Debit Card,1,0,1,No,8.1,7.1,30,0
NET12123,28,Standard,8,449,12.6,8,19,6,23,2,UPI,1,0,1,No,6.3,6.0,10,0
NET12124,31,Premium,9,699,43.2,25,4,3,50,3,Debit Card,1,0,1,No,7.7,8.5,13,0
NET12125,35,Premium,2,649,44.9,22,2,4,47,4,Credit Card,1,0,0,Yes,7.3,6.1,6,0
NET12126,20,Basic,7,249,14.8,10,1,3,55,1,Net Banking,0,1,2,No,8.4,7.5,8,0
NET12127,41,Premium,6,699,28.0,20,2,5,47,3,Credit Card,0,0,0,No,7.0,8.3,7,0
NET12128,37,Standard,6,449,20.9,10,1,6,37,4,Net Banking,1,0,2,No,7.8,8.3,10,0
NET12129,37,Basic,30,199,18.2,9,1,3,34,2,Credit Card,3,1,1,No,6.6,6.5,33,0
NET12130,34,Standard,1,419,21.7,12,2,3,42,5,Wallet,0,1,2,No,8.4,7.1,5,0
NET12131,31,Premium,50,669,15.2,11,4,1,83,3,UPI,0,0,0,No,7.0,9.2,50,0
NET12132,37,Premium+,1,949,20.2,10,7,5,19,2,UPI,0,0,0,Yes,7.3,10.0,3,0
NET12133,36,Premium,40,649,26.5,13,2,3,21,8,Debit Card,0,1,1,No,8.3,6.3,41,0
NET12134,27,Premium+,11,949,37.8,24,0,1,61,4,Debit Card,0,1,2,Yes,8.5,6.9,16,0
NET12135,25,Basic,16,199,14.1,10,0,3,34,3,UPI,0,0,0,No,3.5,6.2,17,0
NET12136,31,Basic,2,219,24.2,13,2,1,33,8,Wallet,0,1,1,No,3.6,5.7,5,1
NET12137,44,Standard,14,399,23.5,13,9,6,41,5,Debit Card,0,0,0,No,7.4,7.5,14,0
